# clock	walking	resting	collected_food	energy
1242	12	8	20	-89
1243	12	8	20	-101
1244	12	8	20	-113
1245	12	8	20	-125
1246	12	8	20	-137
1247	12	8	20	-149
1248	12	8	20	-161
1249	12	8	20	-173
1250	12	8	20	-185
1251	12	8	20	-197
1252	12	8	20	-209
1253	12	8	20	-221
1254	12	8	20	-233
1255	12	8	20	-245
1256	12	8	20	-257
1257	12	8	20	-269
1258	11	9	20	-280
1259	11	9	20	-291
1260	11	9	20	-302
1261	11	9	20	-313
1262	11	9	20	-324
1263	11	9	20	-335
1264	11	9	20	-346
1265	11	9	20	-357
1266	11	9	20	-368
1267	11	9	20	-379
1268	11	9	20	-390
1269	11	9	20	-401
1270	11	9	21	588
1271	10	10	21	578
1272	10	10	21	568
1273	10	10	21	558
1274	10	10	21	548
1275	10	10	21	538
1276	10	10	21	528
1277	10	10	21	518
1278	10	10	21	508
1279	10	10	21	498
1280	10	10	21	488
1281	10	10	21	478
1282	10	10	21	468
1283	10	10	21	458
1284	10	10	21	448
1285	10	10	21	438
1286	10	10	21	428
1287	10	10	21	418
1288	10	10	21	408
1289	10	10	21	398
1290	10	10	21	388
1291	10	10	21	378
1292	10	10	21	368
1293	11	9	21	357
1294	11	9	21	346
1295	11	9	21	335
1296	11	9	21	324
1297	11	9	21	313
1298	11	9	21	302
1299	11	9	21	291
1300	11	9	21	280
1301	11	9	21	269
1302	11	9	21	258
1303	11	9	21	247
1304	11	9	21	236
1305	11	9	21	225
1306	11	9	21	214
1307	11	9	22	1203
1308	11	9	22	1192
1309	11	9	22	1181
1310	11	9	22	1170
1311	11	9	22	1159
1312	12	8	22	1147
1313	12	8	22	1135
1314	12	8	22	1123
1315	12	8	22	1111
1316	12	8	22	1099
1317	12	8	22	1087
1318	12	8	22	1075
1319	12	8	22	1063
1320	12	8	22	1051
1321	12	8	22	1039
1322	12	8	22	1027
1323	12	8	22	1015
1324	12	8	22	1003
1325	12	8	22	991
1326	12	8	22	979
1327	12	8	22	967
1328	11	9	22	956
1329	11	9	22	945
1330	11	9	22	934
1331	11	9	22	923
1332	11	9	22	912
1333	11	9	22	901
1334	11	9	22	890
1335	11	9	22	879
1336	11	9	22	868
1337	12	8	22	856
1338	12	8	22	844
1339	12	8	22	832
1340	12	8	22	820
1341	12	8	22	808
1342	12	8	22	796
1343	12	8	22	784
1344	12	8	22	772
1345	13	7	22	759
1346	13	7	22	746
1347	13	7	22	733
1348	13	7	22	720
1349	13	7	22	707
1350	13	7	22	694
1351	13	7	22	681
1352	13	7	22	668
1353	13	7	22	655
1354	13	7	22	642
1355	13	7	22	629
1356	13	7	22	616
1357	13	7	22	603
1358	13	7	22	590
1359	13	7	22	577
1360	13	7	22	564
1361	13	7	22	551
1362	13	7	22	538
1363	13	7	22	525
1364	13	7	22	512
1365	13	7	22	499
1366	13	7	22	486
1367	13	7	22	473
1368	13	7	22	460
1369	13	7	22	447
1370	14	6	22	433
1371	14	6	22	419
1372	14	6	22	405
1373	14	6	22	391
1374	14	6	22	377
1375	14	6	22	363
1376	14	6	22	349
1377	13	7	22	336
1378	13	7	22	323
1379	13	7	22	310
1380	13	7	22	297
1381	13	7	22	284
1382	13	7	22	271
1383	13	7	22	258
1384	13	7	22	245
1385	13	7	22	232
1386	13	7	22	219
1387	13	7	22	206
1388	13	7	22	193
1389	13	7	22	180
1390	14	6	22	166
1391	14	6	22	152
1392	14	6	22	138
1393	14	6	22	124
1394	14	6	22	110
1395	14	6	22	96
1396	14	6	22	82
1397	14	6	22	68
1398	14	6	22	54
1399	14	6	22	40
1400	14	6	22	26
1401	14	6	22	12
1402	14	6	22	-2
1403	14	6	22	-16
1404	14	6	22	-30
1405	14	6	22	-44
1406	14	6	22	-58
1407	14	6	22	-72
1408	14	6	22	-86
1409	14	6	22	-100
1410	14	6	22	-114
1411	13	7	22	-127
1412	13	7	22	-140
1413	13	7	22	-153
1414	13	7	22	-166
1415	13	7	22	-179
1416	13	7	22	-192
1417	13	7	22	-205
1418	13	7	22	-218
1419	13	7	22	-231
1420	13	7	22	-244
1421	13	7	22	-257
1422	13	7	22	-270
1423	13	7	22	-283
1424	13	7	22	-296
1425	13	7	22	-309
1426	13	7	22	-322
1427	13	7	22	-335
1428	13	7	22	-348
1429	13	7	22	-361
1430	13	7	22	-374
1431	13	7	22	-387
1432	13	7	22	-400
1433	13	7	22	-413
1434	13	7	22	-426
1435	13	7	22	-439
1436	13	7	22	-452
1437	13	7	22	-465
1438	13	7	22	-478
1439	14	6	22	-492
1440	14	6	22	-506
1441	14	6	22	-520
1442	14	6	22	-534
1443	14	6	22	-548
1444	14	6	22	-562
1445	14	6	22	-576
1446	14	6	22	-590
1447	14	6	22	-604
1448	14	6	22	-618
1449	14	6	22	-632
1450	14	6	22	-646
1451	14	6	22	-660
1452	15	5	22	-675
1453	15	5	22	-690
1454	15	5	22	-705
1455	15	5	22	-720
1456	15	5	22	-735
1457	15	5	22	-750
1458	15	5	22	-765
1459	15	5	22	-780
1460	15	5	23	205
1461	15	5	23	190
1462	15	5	23	175
1463	15	5	23	160
1464	15	5	23	145
1465	15	5	23	130
1466	15	5	23	115
1467	15	5	23	100
1468	15	5	23	85
1469	16	4	23	69
1470	16	4	23	53
1471	16	4	23	37
1472	16	4	23	21
1473	16	4	23	5
1474	16	4	23	-11
1475	16	4	23	-27
1476	16	4	23	-43
1477	16	4	23	-59
1478	16	4	23	-75
1479	16	4	23	-91
1480	16	4	23	-107
1481	16	4	23	-123
1482	16	4	23	-139
1483	16	4	23	-155
1484	16	4	23	-171
1485	16	4	23	-187
1486	16	4	23	-203
1487	16	4	23	-219
1488	16	4	23	-235
1489	16	4	23	-251
1490	16	4	23	-267
1491	16	4	23	-283
1492	16	4	23	-299
1493	16	4	23	-315
1494	16	4	23	-331
1495	16	4	23	-347
1496	16	4	23	-363
1497	16	4	23	-379
1498	16	4	23	-395
1499	16	4	23	-411
1500	16	4	23	-427
1501	16	4	23	-443
1502	16	4	23	-459
1503	16	4	23	-475
1504	16	4	23	-491
1505	16	4	23	-507
1506	16	4	23	-523
1507	16	4	23	-539
1508	16	4	23	-555
1509	16	4	23	-571
1510	16	4	23	-587
1511	16	4	23	-603
1512	16	4	23	-619
1513	16	4	23	-635
1514	16	4	23	-651
1515	16	4	23	-667
1516	16	4	23	-683
1517	16	4	24	301
1518	16	4	24	285
1519	16	4	24	269
1520	16	4	24	253
1521	15	5	24	238
1522	14	6	24	224
1523	14	6	24	210
1524	14	6	24	196
1525	14	6	24	182
1526	14	6	24	168
1527	14	6	24	154
1528	14	6	24	140
1529	14	6	24	126
1530	14	6	24	112
1531	14	6	24	98
1532	14	6	24	84
1533	14	6	24	70
1534	14	6	24	56
1535	14	6	24	42
1536	14	6	24	28
1537	14	6	24	14
1538	14	6	24	0
1539	14	6	24	-14
1540	14	6	24	-28
1541	14	6	24	-42
1542	15	5	24	-57
1543	15	5	24	-72
1544	15	5	24	-87
1545	15	5	24	-102
1546	15	5	24	-117
1547	15	5	24	-132
1548	15	5	24	-147
1549	15	5	24	-162
1550	15	5	24	-177
1551	15	5	24	-192
1552	15	5	24	-207
1553	15	5	24	-222
1554	15	5	24	-237
1555	15	5	24	-252
1556	15	5	25	733
1557	15	5	25	718
1558	15	5	26	1703
1559	15	5	26	1688
1560	15	5	26	1673
1561	15	5	26	1658
1562	15	5	26	1643
1563	15	5	26	1628
1564	15	5	26	1613
1565	15	5	26	1598
1566	15	5	26	1583
1567	15	5	26	1568
1568	15	5	26	1553
1569	15	5	26	1538
1570	15	5	26	1523
1571	15	5	26	1508
1572	15	5	26	1493
1573	15	5	26	1478
1574	14	6	26	1464
1575	14	6	26	1450
1576	14	6	26	1436
1577	14	6	26	1422
1578	14	6	26	1408
1579	14	6	26	1394
1580	14	6	26	1380
1581	14	6	26	1366
1582	14	6	26	1352
1583	14	6	26	1338
1584	14	6	26	1324
1585	14	6	26	1310
1586	14	6	26	1296
1587	14	6	26	1282
1588	14	6	26	1268
1589	13	7	27	2255
1590	13	7	27	2242
1591	13	7	27	2229
1592	13	7	27	2216
1593	13	7	27	2203
1594	13	7	27	2190
1595	13	7	27	2177
1596	13	7	27	2164
1597	13	7	27	2151
1598	13	7	27	2138
1599	13	7	27	2125
1600	13	7	27	2112
1601	13	7	27	2099
1602	13	7	27	2086
1603	13	7	28	3073
1604	13	7	28	3060
1605	13	7	28	3047
1606	13	7	28	3034
1607	13	7	28	3021
1608	13	7	28	3008
1609	13	7	28	2995
1610	13	7	28	2982
1611	13	7	28	2969
1612	13	7	28	2956
1613	13	7	28	2943
1614	13	7	28	2930
1615	12	8	28	2918
1616	11	9	28	2907
1617	11	9	28	2896
1618	11	9	28	2885
1619	11	9	28	2874
1620	11	9	28	2863
1621	11	9	28	2852
1622	11	9	28	2841
1623	11	9	28	2830
1624	11	9	28	2819
1625	11	9	28	2808
1626	11	9	28	2797
1627	11	9	28	2786
1628	11	9	28	2775
1629	11	9	28	2764
1630	11	9	28	2753
1631	11	9	28	2742
1632	11	9	28	2731
1633	11	9	28	2720
1634	11	9	28	2709
1635	11	9	28	2698
1636	11	9	28	2687
1637	11	9	28	2676
1638	11	9	28	2665
1639	11	9	28	2654
1640	11	9	28	2643
1641	11	9	28	2632
1642	11	9	28	2621
1643	11	9	28	2610
1644	11	9	28	2599
1645	11	9	28	2588
1646	11	9	28	2577
1647	10	10	28	2567
1648	10	10	28	2557
1649	10	10	28	2547
1650	10	10	28	2537
1651	10	10	28	2527
1652	10	10	28	2517
1653	10	10	28	2507
1654	10	10	28	2497
1655	10	10	28	2487
1656	10	10	28	2477
1657	11	9	28	2466
1658	11	9	28	2455
1659	11	9	28	2444
1660	11	9	28	2433
1661	11	9	28	2422
1662	11	9	28	2411
1663	11	9	28	2400
1664	11	9	28	2389
1665	11	9	28	2378
1666	11	9	28	2367
1667	11	9	28	2356
1668	11	9	28	2345
1669	11	9	28	2334
1670	11	9	28	2323
1671	11	9	28	2312
1672	11	9	28	2301
1673	11	9	28	2290
1674	11	9	28	2279
1675	11	9	28	2268
1676	11	9	28	2257
1677	11	9	28	2246
1678	11	9	28	2235
1679	11	9	28	2224
1680	11	9	28	2213
1681	11	9	28	2202
1682	11	9	28	2191
1683	11	9	28	2180
1684	11	9	28	2169
1685	11	9	28	2158
1686	12	8	28	2146
1687	13	7	28	2133
1688	13	7	28	2120
1689	13	7	28	2107
1690	13	7	28	2094
1691	13	7	28	2081
1692	13	7	28	2068
1693	13	7	28	2055
1694	13	7	28	2042
1695	13	7	28	2029
1696	13	7	28	2016
1697	13	7	28	2003
1698	13	7	28	1990
1699	13	7	28	1977
1700	14	6	28	1963
1701	14	6	28	1949
1702	14	6	28	1935
1703	14	6	28	1921
1704	14	6	28	1907
1705	14	6	28	1893
1706	14	6	28	1879
1707	15	5	28	1864
1708	15	5	28	1849
1709	15	5	28	1834
1710	15	5	28	1819
1711	15	5	28	1804
1712	15	5	28	1789
1713	15	5	28	1774
1714	15	5	28	1759
1715	15	5	28	1744
1716	15	5	28	1729
1717	15	5	28	1714
1718	14	6	28	1700
1719	14	6	28	1686
1720	14	6	28	1672
1721	14	6	28	1658
1722	14	6	28	1644
1723	14	6	28	1630
1724	14	6	28	1616
1725	14	6	28	1602
1726	14	6	28	1588
1727	14	6	28	1574
1728	14	6	28	1560
1729	14	6	28	1546
1730	14	6	28	1532
1731	14	6	28	1518
1732	14	6	28	1504
1733	14	6	28	1490
1734	14	6	28	1476
1735	14	6	28	1462
1736	14	6	28	1448
1737	14	6	28	1434
1738	14	6	28	1420
1739	14	6	28	1406
1740	15	5	28	1391
1741	15	5	28	1376
1742	15	5	28	1361
1743	15	5	28	1346
1744	15	5	28	1331
1745	15	5	28	1316
1746	15	5	28	1301
1747	15	5	28	1286
1748	15	5	28	1271
1749	15	5	28	1256
1750	15	5	28	1241
1751	15	5	28	1226
1752	15	5	28	1211
1753	15	5	28	1196
1754	15	5	28	1181
1755	16	4	28	1165
1756	16	4	28	1149
1757	16	4	28	1133
1758	16	4	28	1117
1759	16	4	28	1101
1760	16	4	28	1085
1761	16	4	28	1069
1762	16	4	28	1053
1763	16	4	28	1037
1764	16	4	28	1021
1765	16	4	28	1005
1766	16	4	28	989
1767	16	4	28	973
1768	16	4	28	957
1769	16	4	28	941
1770	16	4	28	925
1771	16	4	28	909
1772	16	4	28	893
1773	16	4	28	877
1774	16	4	28	861
1775	16	4	28	845
1776	16	4	28	829
1777	16	4	28	813
1778	16	4	28	797
1779	16	4	28	781
1780	16	4	28	765
1781	16	4	28	749
1782	16	4	28	733
1783	16	4	28	717
1784	16	4	28	701
1785	16	4	28	685
1786	16	4	28	669
1787	16	4	28	653
1788	16	4	28	637
1789	16	4	28	621
1790	16	4	28	605
1791	16	4	28	589
1792	16	4	28	573
1793	16	4	28	557
1794	16	4	28	541
1795	16	4	28	525
1796	16	4	28	509
1797	16	4	28	493
1798	16	4	28	477
1799	16	4	28	461
1800	16	4	28	445
1801	16	4	28	429
1802	16	4	28	413
1803	16	4	28	397
1804	16	4	28	381
1805	16	4	28	365
1806	16	4	28	349
1807	16	4	28	333
1808	16	4	28	317
1809	16	4	28	301
1810	16	4	28	285
1811	16	4	28	269
1812	16	4	28	253
1813	16	4	28	237
1814	16	4	28	221
1815	16	4	28	205
1816	16	4	28	189
1817	16	4	28	173
1818	16	4	28	157
1819	16	4	28	141
1820	16	4	28	125
1821	16	4	28	109
1822	16	4	28	93
1823	16	4	28	77
1824	16	4	28	61
1825	16	4	28	45
1826	16	4	28	29
1827	16	4	28	13
1828	16	4	28	-3
1829	16	4	28	-19
1830	16	4	28	-35
1831	16	4	28	-51
1832	16	4	28	-67
1833	16	4	28	-83
1834	16	4	28	-99
1835	16	4	28	-115
1836	16	4	28	-131
1837	16	4	28	-147
1838	16	4	28	-163
1839	16	4	28	-179
1840	16	4	28	-195
1841	16	4	28	-211
1842	16	4	28	-227
1843	16	4	28	-243
1844	16	4	28	-259
1845	16	4	28	-275
1846	16	4	28	-291
1847	16	4	28	-307
1848	16	4	28	-323
1849	16	4	28	-339
1850	16	4	28	-355
1851	16	4	28	-371
1852	16	4	28	-387
1853	16	4	28	-403
1854	16	4	28	-419
1855	16	4	28	-435
1856	16	4	28	-451
1857	16	4	28	-467
1858	16	4	28	-483
1859	16	4	28	-499
1860	16	4	28	-515
1861	16	4	28	-531
1862	16	4	28	-547
1863	16	4	28	-563
1864	16	4	28	-579
1865	16	4	28	-595
1866	16	4	28	-611
1867	16	4	28	-627
1868	16	4	28	-643
1869	16	4	28	-659
1870	16	4	28	-675
1871	16	4	28	-691
1872	16	4	28	-707
1873	16	4	28	-723
1874	16	4	28	-739
1875	16	4	28	-755
1876	16	4	28	-771
1877	16	4	28	-787
1878	16	4	28	-803
1879	16	4	28	-819
1880	16	4	28	-835
1881	16	4	28	-851
1882	16	4	28	-867
1883	16	4	28	-883
1884	16	4	28	-899
1885	16	4	28	-915
1886	16	4	28	-931
1887	16	4	28	-947
1888	16	4	28	-963
1889	16	4	28	-979
1890	16	4	28	-995
1891	16	4	28	-1011
1892	16	4	28	-1027
1893	16	4	28	-1043
1894	16	4	28	-1059
1895	16	4	28	-1075
1896	16	4	28	-1091
1897	16	4	28	-1107
1898	16	4	28	-1123
1899	16	4	28	-1139
1900	16	4	28	-1155
1901	16	4	28	-1171
1902	16	4	28	-1187
1903	16	4	28	-1203
1904	16	4	28	-1219
1905	16	4	28	-1235
1906	16	4	28	-1251
1907	16	4	28	-1267
1908	16	4	28	-1283
1909	16	4	28	-1299
1910	16	4	28	-1315
1911	16	4	28	-1331
1912	16	4	28	-1347
1913	16	4	28	-1363
1914	16	4	28	-1379
1915	16	4	28	-1395
1916	16	4	28	-1411
1917	16	4	28	-1427
1918	16	4	28	-1443
1919	16	4	28	-1459
1920	16	4	28	-1475
1921	16	4	28	-1491
1922	16	4	28	-1507
1923	16	4	28	-1523
1924	16	4	28	-1539
1925	16	4	28	-1555
1926	16	4	28	-1571
1927	16	4	28	-1587
1928	16	4	28	-1603
1929	16	4	28	-1619
1930	16	4	28	-1635
1931	16	4	28	-1651
1932	16	4	28	-1667
1933	16	4	28	-1683
1934	16	4	28	-1699
1935	16	4	28	-1715
1936	16	4	28	-1731
1937	16	4	28	-1747
1938	16	4	28	-1763
1939	16	4	28	-1779
1940	16	4	28	-1795
1941	16	4	28	-1811
1942	16	4	28	-1827
1943	16	4	28	-1843
1944	16	4	28	-1859
1945	16	4	28	-1875
1946	16	4	28	-1891
1947	16	4	28	-1907
1948	16	4	28	-1923
1949	16	4	28	-1939
1950	16	4	28	-1955
1951	16	4	28	-1971
1952	16	4	28	-1987
1953	16	4	28	-2003
1954	16	4	28	-2019
1955	16	4	28	-2035
1956	16	4	28	-2051
1957	16	4	28	-2067
1958	16	4	28	-2083
1959	16	4	28	-2099
1960	16	4	28	-2115
1961	16	4	28	-2131
1962	16	4	28	-2147
1963	16	4	28	-2163
1964	16	4	28	-2179
1965	16	4	28	-2195
1966	16	4	28	-2211
1967	16	4	28	-2227
1968	16	4	28	-2243
1969	16	4	28	-2259
1970	16	4	28	-2275
1971	16	4	28	-2291
1972	16	4	28	-2307
1973	16	4	28	-2323
1974	16	4	28	-2339
1975	16	4	28	-2355
1976	16	4	28	-2371
1977	16	4	28	-2387
1978	16	4	28	-2403
1979	16	4	28	-2419
1980	16	4	28	-2435
1981	16	4	28	-2451
1982	16	4	28	-2467
1983	16	4	28	-2483
1984	16	4	28	-2499
1985	16	4	28	-2515
1986	16	4	28	-2531
1987	16	4	28	-2547
1988	16	4	28	-2563
1989	16	4	28	-2579
1990	16	4	28	-2595
1991	16	4	28	-2611
1992	16	4	28	-2627
1993	16	4	28	-2643
1994	16	4	28	-2659
1995	16	4	28	-2675
1996	16	4	28	-2691
1997	16	4	28	-2707
1998	16	4	28	-2723
1999	16	4	28	-2739
2000	16	4	28	-2755
2001	16	4	28	-2771
2002	16	4	28	-2787
2003	16	4	28	-2803
2004	16	4	28	-2819
2005	16	4	28	-2835
2006	16	4	28	-2851
2007	16	4	28	-2867
2008	16	4	28	-2883
2009	16	4	28	-2899
2010	16	4	28	-2915
2011	16	4	28	-2931
2012	16	4	28	-2947
2013	16	4	28	-2963
2014	16	4	28	-2979
2015	16	4	28	-2995
2016	16	4	28	-3011
2017	16	4	28	-3027
2018	16	4	28	-3043
2019	16	4	28	-3059
2020	16	4	28	-3075
2021	16	4	28	-3091
2022	16	4	28	-3107
2023	16	4	28	-3123
2024	16	4	28	-3139
2025	16	4	28	-3155
2026	16	4	28	-3171
2027	16	4	28	-3187
2028	16	4	28	-3203
2029	16	4	28	-3219
2030	16	4	28	-3235
2031	16	4	28	-3251
2032	16	4	28	-3267
2033	16	4	28	-3283
2034	16	4	28	-3299
2035	16	4	28	-3315
2036	16	4	28	-3331
2037	16	4	28	-3347
2038	16	4	28	-3363
2039	16	4	28	-3379
2040	16	4	28	-3395
2041	16	4	28	-3411
2042	16	4	28	-3427
2043	16	4	28	-3443
2044	16	4	28	-3459
2045	16	4	28	-3475
2046	16	4	28	-3491
2047	16	4	28	-3507
2048	16	4	28	-3523
2049	16	4	28	-3539
2050	16	4	28	-3555
2051	16	4	28	-3571
2052	16	4	28	-3587
2053	16	4	28	-3603
2054	16	4	28	-3619
2055	16	4	28	-3635
2056	16	4	28	-3651
2057	16	4	28	-3667
2058	16	4	28	-3683
2059	16	4	28	-3699
2060	16	4	28	-3715
2061	16	4	28	-3731
2062	16	4	28	-3747
2063	16	4	28	-3763
2064	16	4	28	-3779
2065	16	4	28	-3795
2066	16	4	28	-3811
2067	16	4	28	-3827
2068	16	4	28	-3843
2069	16	4	28	-3859
2070	16	4	28	-3875
2071	16	4	28	-3891
2072	16	4	28	-3907
2073	16	4	28	-3923
2074	16	4	28	-3939
2075	16	4	28	-3955
2076	16	4	28	-3971
2077	16	4	28	-3987
2078	16	4	28	-4003
2079	16	4	28	-4019
2080	16	4	28	-4035
2081	16	4	28	-4051
2082	16	4	28	-4067
2083	16	4	28	-4083
2084	16	4	28	-4099
2085	16	4	28	-4115
2086	16	4	28	-4131
2087	16	4	28	-4147
2088	16	4	28	-4163
2089	16	4	28	-4179
2090	16	4	28	-4195
2091	16	4	28	-4211
2092	16	4	28	-4227
2093	15	5	28	-4242
2094	15	5	28	-4257
2095	15	5	28	-4272
2096	15	5	28	-4287
2097	15	5	28	-4302
2098	15	5	28	-4317
2099	15	5	28	-4332
2100	15	5	28	-4347
2101	14	6	28	-4361
2102	14	6	28	-4375
2103	14	6	28	-4389
2104	14	6	28	-4403
2105	14	6	28	-4417
2106	14	6	28	-4431
2107	14	6	28	-4445
2108	14	6	28	-4459
2109	14	6	28	-4473
2110	14	6	28	-4487
2111	14	6	28	-4501
2112	14	6	28	-4515
2113	14	6	28	-4529
2114	14	6	28	-4543
2115	14	6	28	-4557
2116	14	6	28	-4571
2117	14	6	28	-4585
2118	14	6	28	-4599
2119	14	6	28	-4613
2120	14	6	28	-4627
2121	14	6	28	-4641
2122	14	6	28	-4655
2123	14	6	28	-4669
2124	14	6	28	-4683
2125	14	6	28	-4697
2126	14	6	28	-4711
2127	14	6	28	-4725
2128	14	6	28	-4739
2129	14	6	28	-4753
2130	14	6	28	-4767
2131	14	6	28	-4781
2132	14	6	28	-4795
2133	14	6	28	-4809
2134	14	6	28	-4823
2135	14	6	28	-4837
2136	14	6	28	-4851
2137	14	6	28	-4865
2138	14	6	28	-4879
2139	14	6	28	-4893
2140	14	6	28	-4907
2141	14	6	28	-4921
2142	14	6	28	-4935
2143	14	6	28	-4949
2144	14	6	28	-4963
2145	14	6	28	-4977
2146	14	6	28	-4991
2147	14	6	28	-5005
2148	14	6	28	-5019
2149	14	6	28	-5033
2150	14	6	28	-5047
2151	14	6	28	-5061
2152	14	6	28	-5075
2153	14	6	28	-5089
2154	14	6	28	-5103
2155	14	6	28	-5117
2156	14	6	28	-5131
2157	14	6	28	-5145
2158	14	6	28	-5159
2159	14	6	28	-5173
2160	14	6	28	-5187
2161	14	6	28	-5201
2162	14	6	28	-5215
2163	14	6	28	-5229
2164	14	6	28	-5243
2165	14	6	28	-5257
2166	14	6	28	-5271
2167	14	6	28	-5285
2168	14	6	28	-5299
2169	14	6	28	-5313
2170	14	6	28	-5327
2171	14	6	28	-5341
2172	14	6	28	-5355
2173	14	6	29	-4369
2174	14	6	29	-4383
2175	14	6	29	-4397
2176	14	6	29	-4411
2177	14	6	29	-4425
2178	14	6	29	-4439
2179	14	6	29	-4453
2180	14	6	29	-4467
2181	14	6	29	-4481
2182	14	6	29	-4495
2183	14	6	29	-4509
2184	14	6	29	-4523
2185	14	6	30	-3537
2186	14	6	30	-3551
2187	14	6	30	-3565
2188	14	6	30	-3579
2189	14	6	30	-3593
2190	14	6	30	-3607
2191	14	6	30	-3621
2192	14	6	31	-2635
2193	14	6	31	-2649
2194	14	6	32	-1663
2195	14	6	32	-1677
2196	14	6	32	-1691
2197	14	6	32	-1705
2198	14	6	32	-1719
2199	14	6	32	-1733
2200	14	6	32	-1747
2201	14	6	32	-1761
2202	14	6	32	-1775
2203	14	6	32	-1789
2204	14	6	32	-1803
2205	14	6	32	-1817
2206	14	6	32	-1831
2207	14	6	32	-1845
2208	14	6	32	-1859
2209	14	6	32	-1873
2210	14	6	32	-1887
2211	14	6	32	-1901
2212	14	6	32	-1915
2213	14	6	32	-1929
2214	14	6	32	-1943
2215	14	6	32	-1957
2216	14	6	32	-1971
2217	14	6	32	-1985
2218	14	6	32	-1999
2219	14	6	32	-2013
2220	14	6	32	-2027
2221	14	6	32	-2041
2222	14	6	32	-2055
2223	14	6	32	-2069
2224	13	7	32	-2082
2225	13	7	32	-2095
2226	13	7	32	-2108
2227	13	7	32	-2121
2228	13	7	32	-2134
2229	13	7	32	-2147
2230	13	7	33	-1160
2231	12	8	33	-1172
2232	12	8	33	-1184
2233	12	8	33	-1196
2234	12	8	33	-1208
2235	12	8	33	-1220
2236	12	8	33	-1232
2237	12	8	33	-1244
2238	12	8	33	-1256
2239	12	8	33	-1268
2240	12	8	33	-1280
2241	12	8	33	-1292
2242	12	8	33	-1304
2243	11	9	33	-1315
2244	11	9	33	-1326
2245	11	9	33	-1337
2246	11	9	33	-1348
2247	11	9	33	-1359
2248	11	9	33	-1370
2249	11	9	33	-1381
2250	11	9	33	-1392
2251	10	10	33	-1402
2252	9	11	33	-1411
2253	9	11	33	-1420
2254	9	11	33	-1429
2255	8	12	33	-1437
2256	8	12	33	-1445
2257	8	12	33	-1453
2258	8	12	33	-1461
2259	8	12	33	-1469
2260	8	12	33	-1477
2261	8	12	33	-1485
2262	8	12	33	-1493
2263	8	12	33	-1501
2264	8	12	33	-1509
2265	8	12	33	-1517
2266	8	12	33	-1525
2267	8	12	33	-1533
2268	8	12	33	-1541
2269	8	12	33	-1549
2270	8	12	33	-1557
2271	8	12	33	-1565
2272	8	12	33	-1573
2273	8	12	33	-1581
2274	8	12	33	-1589
2275	8	12	33	-1597
2276	8	12	33	-1605
2277	8	12	33	-1613
2278	8	12	33	-1621
2279	7	13	33	-1628
2280	7	13	33	-1635
2281	7	13	33	-1642
2282	7	13	33	-1649
2283	7	13	33	-1656
2284	7	13	33	-1663
2285	7	13	33	-1670
2286	7	13	33	-1677
2287	7	13	33	-1684
2288	7	13	33	-1691
2289	7	13	33	-1698
2290	7	13	33	-1705
2291	6	14	33	-1711
2292	6	14	33	-1717
2293	6	14	33	-1723
2294	6	14	33	-1729
2295	6	14	33	-1735
2296	6	14	33	-1741
2297	6	14	33	-1747
2298	6	14	33	-1753
2299	6	14	33	-1759
2300	6	14	33	-1765
2301	6	14	33	-1771
2302	6	14	33	-1777
2303	6	14	33	-1783
2304	6	14	33	-1789
2305	6	14	33	-1795
2306	6	14	33	-1801
2307	6	14	33	-1807
2308	6	14	33	-1813
2309	6	14	33	-1819
2310	6	14	33	-1825
2311	5	15	33	-1830
2312	5	15	33	-1835
2313	5	15	33	-1840
2314	5	15	33	-1845
2315	5	15	33	-1850
2316	5	15	33	-1855
2317	5	15	33	-1860
2318	5	15	33	-1865
2319	5	15	33	-1870
2320	5	15	33	-1875
2321	5	15	33	-1880
2322	5	15	33	-1885
2323	5	15	33	-1890
2324	5	15	33	-1895
2325	5	15	33	-1900
2326	5	15	33	-1905
2327	6	14	33	-1911
2328	6	14	33	-1917
2329	6	14	33	-1923
2330	6	14	33	-1929
2331	6	14	33	-1935
2332	6	14	33	-1941
2333	6	14	33	-1947
2334	6	14	33	-1953
2335	6	14	33	-1959
2336	6	14	33	-1965
2337	6	14	33	-1971
2338	6	14	33	-1977
2339	6	14	33	-1983
2340	6	14	33	-1989
2341	6	14	33	-1995
2342	6	14	33	-2001
2343	6	14	33	-2007
2344	6	14	33	-2013
2345	6	14	33	-2019
2346	6	14	33	-2025
2347	6	14	33	-2031
2348	6	14	33	-2037
2349	6	14	33	-2043
2350	6	14	33	-2049
2351	6	14	33	-2055
2352	6	14	34	-1061
2353	6	14	34	-1067
2354	7	13	34	-1074
2355	7	13	34	-1081
2356	7	13	34	-1088
2357	7	13	34	-1095
2358	8	12	34	-1103
2359	8	12	34	-1111
2360	8	12	34	-1119
2361	8	12	34	-1127
2362	8	12	34	-1135
2363	8	12	34	-1143
2364	7	13	34	-1150
2365	7	13	34	-1157
2366	8	12	34	-1165
2367	8	12	34	-1173
2368	8	12	34	-1181
2369	9	11	34	-1190
2370	9	11	34	-1199
2371	9	11	34	-1208
2372	9	11	34	-1217
2373	9	11	34	-1226
2374	9	11	34	-1235
2375	9	11	34	-1244
2376	9	11	34	-1253
2377	9	11	34	-1262
2378	9	11	34	-1271
2379	9	11	34	-1280
2380	9	11	34	-1289
2381	9	11	34	-1298
2382	9	11	34	-1307
